Epoch,Train Loss,Train Acc,Train Precision,Train Recall,Train F1,Val Loss,Val Acc,Val Precision,Val Recall,Val F1
1,0.03151791480680307,42.708333333333336,0.41717493534088135,0.4270833134651184,0.4198726713657379,0.4132578372955322,75.0,0.8571428656578064,0.75,0.7090909481048584
2,0.013644433890779814,87.5,0.8816137313842773,0.875,0.8759803771972656,4.480398654937744,58.333333333333336,0.6428571343421936,0.5833333730697632,0.5786435604095459
3,0.00977625356366237,89.58333333333333,0.901336669921875,0.8958333730697632,0.894726037979126,1.6549941301345825,75.0,0.8222222328186035,0.75,0.6962963342666626
4,0.009191800141707063,91.66666666666667,0.9243799448013306,0.9166667461395264,0.9167838096618652,1.3431673049926758,66.66666666666667,0.8333333730697632,0.6666666865348816,0.641269862651825
5,0.011795730174829563,91.66666666666667,0.9179292917251587,0.9166666269302368,0.9171448945999146,2.4073312282562256,75.0,0.8571428656578064,0.75,0.7503607869148254
6,0.005334585594634215,94.79166666666667,0.9507936239242554,0.9479166269302368,0.9483279585838318,6.572671890258789,58.333333333333336,0.8148148059844971,0.5833333730697632,0.5606837868690491
7,0.010873755440115929,88.54166666666667,0.889971137046814,0.8854166269302368,0.885686993598938,13.043231964111328,33.333333333333336,0.2222222238779068,0.3333333432674408,0.2490842640399933
8,0.00809954929475983,96.875,0.969975471496582,0.96875,0.9687296152114868,4.197623252868652,58.333333333333336,0.4166666865348816,0.5833333730697632,0.4722222089767456
9,0.005201156251132488,95.83333333333333,0.9601715803146362,0.9583332538604736,0.9586286544799805,0.29141965508461,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
10,0.003909529109175007,94.79166666666667,0.9478759765625,0.9479166269302368,0.9477436542510986,0.21546952426433563,100.0,1.0,1.0,1.0
11,0.011094015169267854,91.66666666666667,0.9265351295471191,0.9166667461395264,0.9161124229431152,0.027255767956376076,100.0,1.0,1.0,1.0
12,0.0024579864693805575,97.91666666666667,0.9794822931289673,0.9791666269302368,0.9791641235351562,2.38091778755188,83.33333333333333,0.8500000238418579,0.8333333730697632,0.8320106267929077
13,0.004716471574890117,95.83333333333333,0.9603174924850464,0.9583333730697632,0.958278238773346,0.05968894064426422,100.0,1.0,1.0,1.0
14,0.0049384623610725,92.70833333333333,0.9267065525054932,0.9270832538604736,0.9267449975013733,3.5415046215057373,75.0,0.7833333611488342,0.75,0.7579364776611328
15,0.0058043029469748335,91.66666666666667,0.9171717166900635,0.9166666269302368,0.9164599180221558,0.43848392367362976,83.33333333333333,0.8500000238418579,0.8333333730697632,0.8320106267929077
16,0.003844960049415628,94.79166666666667,0.9522102475166321,0.9479166865348816,0.9481257200241089,0.026871943846344948,100.0,1.0,1.0,1.0
17,0.002446994069032371,97.91666666666667,0.9803922176361084,0.9791666865348816,0.9791463017463684,1.0199235677719116,83.33333333333333,0.8500000238418579,0.8333333730697632,0.8320106267929077
18,0.003718112517769138,95.83333333333333,0.9588643312454224,0.9583333730697632,0.9579769372940063,0.30178436636924744,83.33333333333333,0.888888955116272,0.8333333730697632,0.8222222328186035
19,0.0013509381921418633,97.91666666666667,0.9803922176361084,0.9791666269302368,0.9793170094490051,0.9921432137489319,83.33333333333333,0.888888955116272,0.8333333730697632,0.8222222328186035
20,0.003969627005668978,96.875,0.969975471496582,0.96875,0.9687296152114868,0.8623841404914856,83.33333333333333,0.8666666746139526,0.8333333730697632,0.8148148059844971
21,0.0025929997209459543,95.83333333333333,0.9589647054672241,0.9583332538604736,0.9584910869598389,0.6636249423027039,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
22,0.005832154342594246,92.70833333333333,0.9351931810379028,0.9270832538604736,0.928088366985321,0.24100308120250702,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
23,0.004453594418009743,97.91666666666667,0.9797979593276978,0.9791666865348816,0.978990912437439,0.5037217140197754,75.0,0.7388889193534851,0.75,0.7367724776268005
24,0.006859823130071163,90.625,0.9085590839385986,0.90625,0.9060894250869751,0.4868764579296112,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
25,0.004809272397930424,94.79166666666667,0.9482119679450989,0.9479166269302368,0.9479089975357056,0.7268927097320557,83.33333333333333,0.888888955116272,0.8333333730697632,0.8222222328186035
26,0.0067694281072666245,92.70833333333333,0.9285262823104858,0.9270833134651184,0.9273689389228821,0.34225717186927795,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
27,0.0067022550307835145,90.625,0.9163743257522583,0.90625,0.9074244499206543,0.38454148173332214,83.33333333333333,0.888888955116272,0.8333333730697632,0.8222222328186035
28,0.0036513161612674594,95.83333333333333,0.95831298828125,0.9583333730697632,0.9581654667854309,0.5367996692657471,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
29,0.0040594957148035364,95.83333333333333,0.9606758952140808,0.9583333730697632,0.9584488868713379,0.6248425245285034,83.33333333333333,0.8666666746139526,0.8333333730697632,0.8148148059844971
30,0.004550377062211434,95.83333333333333,0.9595959186553955,0.9583332538604736,0.9584780931472778,0.787029504776001,83.33333333333333,0.8666666746139526,0.8333333730697632,0.8148148059844971
31,0.002633503269559393,96.875,0.9690452814102173,0.96875,0.9687423706054688,0.555999219417572,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
32,0.0033697166169683137,96.875,0.971428632736206,0.96875,0.9686811566352844,0.8606864809989929,75.0,0.8571429252624512,0.75,0.7090909481048584
33,0.0017018562066368759,98.95833333333333,0.9898990392684937,0.9895833730697632,0.9895808100700378,0.6289889216423035,83.33333333333333,0.8500000238418579,0.8333333730697632,0.8320106267929077
34,0.0015455832860122125,97.91666666666667,0.9791666269302368,0.9791666269302368,0.9791666269302368,0.7144699096679688,83.33333333333333,0.8500000238418579,0.8333333730697632,0.8320106267929077
35,0.001995453416990737,97.91666666666667,0.9794822931289673,0.9791666269302368,0.9791641235351562,0.48570728302001953,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
36,0.0016042624677841861,97.91666666666667,0.9803922176361084,0.9791667461395264,0.9791462421417236,0.28820523619651794,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
37,0.005112066535123934,95.83333333333333,0.960675835609436,0.9583333730697632,0.9584489464759827,0.4980635941028595,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
38,0.0070211814406017465,91.66666666666667,0.9229692220687866,0.9166666269302368,0.9167234897613525,0.6112074255943298,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
39,0.0043237504044858115,92.70833333333333,0.9275773763656616,0.9270832538604736,0.9268879294395447,0.494242399930954,83.33333333333333,0.888888955116272,0.8333333730697632,0.8380953073501587
