Epoch,Train Loss,Train Acc,Train Precision,Train Recall,Train F1,Val Loss,Val Acc,Val Precision,Val Recall,Val F1
1,0.025992687791585922,61.458333333333336,0.6178571581840515,0.6145833134651184,0.6080977320671082,1.239845871925354,66.66666666666667,0.5,0.6666666865348816,0.5555555820465088
2,0.010401966205487648,89.58333333333333,0.9055418968200684,0.8958333730697632,0.8958033323287964,3.6385021209716797,58.333333333333336,0.4095238447189331,0.5833333730697632,0.4781144857406616
3,0.00668085894236962,91.66666666666667,0.9215448498725891,0.9166667461395264,0.9160569906234741,11.957138061523438,58.333333333333336,0.4095238447189331,0.5833333730697632,0.4781144857406616
4,0.007744866423308849,90.625,0.9065249562263489,0.90625,0.9062372446060181,10.397958755493164,58.333333333333336,0.4095238447189331,0.5833333730697632,0.4781144857406616
5,0.006052945274859667,90.625,0.9065045118331909,0.90625,0.9062321782112122,4.634349346160889,50.0,0.32380953431129456,0.5,0.3905723989009857
6,0.0019651058052356043,98.95833333333333,0.9898990392684937,0.9895833730697632,0.9895808100700378,3.0728912353515625,58.333333333333336,0.5444444417953491,0.5833333134651184,0.5582010746002197
7,0.0061446747276932,94.79166666666667,0.9475602507591248,0.9479167461395264,0.9475834369659424,1.2798386812210083,66.66666666666667,0.6555556058883667,0.6666666865348816,0.6534391641616821
8,0.002416803404533615,96.875,0.969975471496582,0.96875,0.9687296152114868,3.291351079940796,75.0,0.8571428656578064,0.75,0.7503607869148254
9,0.007503479796772202,92.70833333333333,0.9334496259689331,0.9270833730697632,0.9271681308746338,0.6997712254524231,83.33333333333333,0.8333333730697632,0.8333333730697632,0.8333333730697632
10,0.011496688704937696,89.58333333333333,0.9024471044540405,0.8958333730697632,0.8968136310577393,3.2721805572509766,75.0,0.7388889193534851,0.75,0.7367724776268005
11,0.004517642858748634,95.83333333333333,0.9594770669937134,0.9583333730697632,0.9582926034927368,2.7143337726593018,50.0,0.5,0.5,0.48571428656578064
12,0.013381428609136492,87.5,0.8871794939041138,0.875,0.8757344484329224,8.272078514099121,41.666666666666664,0.4545454680919647,0.4166666865348816,0.31111112236976624
13,0.007596691604703665,89.58333333333333,0.8991986513137817,0.8958333134651184,0.8956468105316162,5.7126078605651855,75.0,0.8222222328186035,0.75,0.6962963342666626
14,0.0045441496185958385,95.83333333333333,0.9601901769638062,0.9583333730697632,0.9581209421157837,3.227001905441284,75.0,0.7388889193534851,0.75,0.7367724776268005
15,0.007994198706001043,90.625,0.9074244499206543,0.90625,0.9058292508125305,1.9525574445724487,66.66666666666667,0.6666666865348816,0.6666666865348816,0.644444465637207
16,0.004048818877587716,94.79166666666667,0.9509804248809814,0.9479166269302368,0.9474747180938721,1.2274445295333862,66.66666666666667,0.6555556058883667,0.6666666865348816,0.6534391641616821
17,0.008155048824846745,90.625,0.9156080484390259,0.90625,0.9072599411010742,0.8144528865814209,75.0,0.7388889193534851,0.75,0.7367724776268005
18,0.0036677254053453603,94.79166666666667,0.950089156627655,0.9479166865348816,0.9478645324707031,0.5590694546699524,83.33333333333333,0.8333333730697632,0.8333333730697632,0.8333333730697632
19,0.003838047346410652,96.875,0.971428632736206,0.96875,0.9690309166908264,0.733465850353241,83.33333333333333,0.8333333730697632,0.8333333730697632,0.8333333730697632
20,0.002178318682126701,97.91666666666667,0.9791666269302368,0.9791666269302368,0.9791666269302368,0.7133328318595886,83.33333333333333,0.8333333730697632,0.8333333730697632,0.8333333730697632
21,0.0016227939631789923,98.95833333333333,0.9898990392684937,0.9895833730697632,0.9895808100700378,0.3156844675540924,83.33333333333333,0.8333333730697632,0.8333333730697632,0.8333333730697632
22,0.003367120244850715,95.83333333333333,0.9601715803146362,0.9583333134651184,0.9586285948753357,0.5214795470237732,83.33333333333333,0.8333333730697632,0.8333333730697632,0.8333333730697632
23,0.004161225204976897,97.91666666666667,0.9794822931289673,0.9791666269302368,0.9791641235351562,0.6405640840530396,75.0,0.7833333611488342,0.75,0.7579365372657776
24,0.004754961856330435,96.875,0.9696969985961914,0.96875,0.9687345027923584,0.42796674370765686,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
25,0.0009267919328218946,98.95833333333333,0.9898990392684937,0.9895833730697632,0.9895808100700378,0.5531175136566162,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
26,0.004712990194093436,95.83333333333333,0.9601901769638062,0.9583333730697632,0.9581209421157837,0.6091665625572205,83.33333333333333,0.888888955116272,0.8333333730697632,0.8222222328186035
27,0.004956374837396045,94.79166666666667,0.9478759169578552,0.9479166269302368,0.9477436542510986,0.14950381219387054,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
28,0.002999212398814658,97.91666666666667,0.9791666269302368,0.9791666269302368,0.9791666269302368,0.5727367997169495,75.0,0.8222222328186035,0.75,0.6962963342666626
29,0.008367710824434956,94.79166666666667,0.9504104852676392,0.9479166269302368,0.947801947593689,0.4579836428165436,91.66666666666667,0.9333333969116211,0.9166666865348816,0.9153438806533813
